ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45654591,220,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,317470 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
45756950,61154,1646,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,273493 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0
45661252,5018,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45759095,5018,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,188078 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45755693,5331,585,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8,174043 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45661461,392,690,LEXUS,RX 400,2016,Jeep,Yes,Hybrid,3.5,27038 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
45659883,43278,1514,LEXUS,GX 460,2011,Jeep,Yes,Petrol,4.6,160138 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45756444,79971,-,LEXUS,NX 200,2017,Jeep,Yes,Petrol,2.0 Turbo,35000 km,4.0,Tiptronic,Front,04-May,Left wheel,Beige,12
45768671,133284,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,55000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12
45651253,13956,603,LEXUS,RX 450,2015,Jeep,Yes,Hybrid,3.5,143619 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45766619,30734,2151,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45768679,1725,585,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8,188194 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45804434,106957,518,LEXUS,NX 300,2016,Jeep,Yes,Hybrid,2.5,53649 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45654605,941,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,361603 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
45805890,62722,1055,LEXUS,RX 350,2013,Jeep,Yes,Petrol,3.5,73000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,16
45764911,54568,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45768189,1725,585,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8,188194 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45768567,392,1514,LEXUS,GX 470,2011,Sedan,Yes,Petrol,4.6,202048 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45768592,470,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,69918 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45759862,12858,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45804354,21639,1172,LEXUS,ES 300,2011,Sedan,Yes,Petrol,3.5,53467 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45813674,549,607,LEXUS,ES 300,2019,Sedan,Yes,Hybrid,2.5,13362 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45757360,6272,1058,LEXUS,RX 350,2012,Jeep,Yes,Petrol,3.5,232357 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45759107,6272,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,202651 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45804404,21608,2108,LEXUS,LS 460,2009,Sedan,Yes,Petrol,4.6,217614 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45804430,113025,518,LEXUS,NX 300,2016,Jeep,Yes,Hybrid,2.5,32040 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45796870,172486,-,LEXUS,LX 570,2013,Jeep,Yes,Petrol,5.7,78400 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,12
45759113,39201,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45645755,4077,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,150909 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45653895,188,1172,LEXUS,RX 450,2011,Jeep,Yes,Hybrid,3.5,101816 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45661423,941,1058,LEXUS,RX 450,2012,Jeep,Yes,Hybrid,3.5,232357 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45763895,40142,1811,LEXUS,GX 470,2010,Jeep,Yes,Petrol,4.6,357246 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,0
45811021,48296,1817,LEXUS,RX 350,2020,Jeep,Yes,Petrol,3.5,1040 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45815746,47042,1058,LEXUS,GS 450,2012,Sedan,Yes,Hybrid,3.5,212800 km,6.0,Tiptronic,Rear,04-May,Left wheel,Grey,8
45815389,1411,1172,LEXUS,RX 350,2011,Jeep,Yes,Petrol,3.5,124003 km,6.0,Automatic,4x4,04-May,Left wheel,Red,12
45649872,941,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,361603 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
45771489,15681,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0
45759865,862,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,280354 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45660577,8154,1750,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.3,224629 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45759240,549,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,0 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45649850,627,1360,LEXUS,GX 460,2013,Jeep,Yes,Petrol,4.6,243467 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45654171,314,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45652046,941,1850,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.5,364523 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45659834,941,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,188078 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45807577,72130,1079,LEXUS,NX 300,2018,Jeep,Yes,Petrol,2.0 Turbo,18918 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,6
42942747,32929,-,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.3,132800 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
45758133,470,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,69918 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45590008,22894,586,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,89000 km,4.0,Variator,Front,04-May,Left wheel,Brown,10
45713468,37633,-,LEXUS,RX 450 H,2010,Jeep,Yes,Hybrid,3.5,180800 km,8.0,Automatic,Front,04-May,Left wheel,Silver,8
45655778,941,1850,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.5,364523 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45763916,54568,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45660048,314,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,382746 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45779350,52059,-,LEXUS,IS 250,2015,Sedan,Yes,Petrol,2.5,93000 km,6.0,Automatic,4x4,04-May,Left wheel,Brown,12
45786612,39201,397,LEXUS,CT 200h,2016,Hatchback,Yes,Hybrid,1.8,15000 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45649837,4077,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,150909 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45642885,28225,-,LEXUS,GX 470,2003,Jeep,Yes,CNG,4.7,175000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Silver,12
45816609,31361,-,LEXUS,CT 200h F SPORT,2012,Hatchback,Yes,Hybrid,1.8,157000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10
45771510,110,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,0 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45810175,13172,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45806842,10349,1820,LEXUS,ES 350,2019,Sedan,Yes,Petrol,3.5,13147 km,6.0,Automatic,Front,04-May,Left wheel,White,12
45764144,706,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45772713,39829,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45661467,392,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,27038 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
45770145,862,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,263190 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45654595,34811,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,0 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
45757277,47042,1646,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,106918 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45804335,24738,586,LEXUS,CT 200h,2012,Sedan,Yes,Hybrid,1.8,47286 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
45766658,282,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,218126 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45771449,40142,1811,LEXUS,GX 470,2010,Jeep,Yes,Petrol,4.6,357246 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,0
45779354,29793,-,LEXUS,CT 200h,2014,Hatchback,Yes,Hybrid,1.8,66000 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45649693,8154,1750,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.3,224629 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45811019,5175,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,151288 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
45769820,706,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45768666,16935,353,LEXUS,CT 200h,2015,Hatchback,Yes,Hybrid,1.8,94949 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45755701,627,397,LEXUS,CT 200h,2016,Hatchback,Yes,Hybrid,1.8,85320 km,4.0,Automatic,Front,04-May,Left wheel,Red,0
45757727,16935,353,LEXUS,CT 200h,2015,Hatchback,Yes,Hybrid,1.8,94949 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45815470,1960,779,LEXUS,ES 350,2013,Sedan,Yes,Hybrid,2.5,87952 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
45661281,282,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,311949 km,6.0,Automatic,Front,04-May,Left wheel,Silver,12
45655748,34811,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,0 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
45765343,11447,308,LEXUS,CT 200h,2014,Hatchback,Yes,Hybrid,1.8,132563 km,4.0,Automatic,Front,04-May,Left wheel,Red,0
45815435,862,891,LEXUS,IS 200,2016,Sedan,Yes,Petrol,2,62938 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12
44855277,21953,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,190000 km,4.0,Automatic,Front,04-May,Left wheel,Golden,4
45651305,941,1850,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.5,364523 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45810980,11447,777,LEXUS,IS 250,2014,Sedan,Yes,Petrol,2.5,87462 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
45758109,52059,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45759873,39201,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
44896336,68994,1017,LEXUS,IS 200,2017,Sedan,Yes,Petrol,2.0 Turbo,35200 km,4.0,Tiptronic,Rear,04-May,Left wheel,White,6
45768379,54568,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45788585,28225,-,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8,112000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8
45651107,1019,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,138038 km,6.0,Automatic,Front,04-May,Left wheel,White,12
45660813,392,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,27038 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
45757294,6272,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,202651 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45811137,19444,394,LEXUS,ES 300,2014,Sedan,Yes,Hybrid,2.5,113002 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45648799,5018,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45763778,52059,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45653739,784,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,129931 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45649868,188,1172,LEXUS,RX 450,2011,Jeep,Yes,Hybrid,3.5,101816 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45757276,16308,1811,LEXUS,GX 470,2010,Jeep,Yes,Petrol,4.6,357246 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,0
45757724,706,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,116869 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45759226,12858,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45757015,470,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,69918 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45768375,73071,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,188078 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45804427,38060,1811,LEXUS,LS 460,2010,Sedan,Yes,Petrol,4.6,108171 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45810376,11290,1055,LEXUS,RX 350,2013,Jeep,Yes,Petrol,3.5,124723 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
45806860,1254,891,LEXUS,RC F,2016,Coupe,Yes,Petrol,2,49222 km,4.0,Automatic,Rear,02-Mar,Left wheel,Black,12
45651997,34811,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,0 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
45810978,392,456,LEXUS,ES 350,2015,Sedan,Yes,Hybrid,2.5,267264 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45794339,97219,1079,LEXUS,NX 300,2018,Jeep,Yes,Petrol,2.0 Turbo,25600 km,4.0,Tiptronic,Front,>5,Left wheel,White,7
45654403,13328,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45776232,23207,-,LEXUS,HS 250h,2010,Sedan,Yes,Petrol,2.5,79000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8
45658812,392,690,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,27038 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
45655995,1019,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,138038 km,6.0,Automatic,Front,04-May,Left wheel,White,12
45645727,33243,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45655114,43278,1514,LEXUS,GX 460,2011,Jeep,Yes,Petrol,4.6,160138 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45661607,314,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45425779,31361,-,LEXUS,CT 200h F sport,2014,Hatchback,Yes,Hybrid,1.8,96000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,6
45642481,29166,-,LEXUS,RX 400 hybrid,2008,Jeep,Yes,Petrol,3.3,249600 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
45646710,549,1172,LEXUS,ES 350,2011,Sedan,Yes,Petrol,3.5,229736 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12
45758250,52059,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45758256,157,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,189704 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,0
45764909,30734,2151,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45655116,13956,603,LEXUS,RX 450,2015,Jeep,Yes,Hybrid,3.5,143619 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45772781,470,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,69918 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45653204,314,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,382746 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45768668,9565,397,LEXUS,CT 200h,2016,Hatchback,Yes,Hybrid,1.8,71904 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45655742,220,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,317470 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
45659999,5018,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45759519,31,353,LEXUS,CT 200h,2015,Hatchback,Yes,Hybrid,1.8,0 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45655151,4077,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,150909 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45096154,71817,1360,LEXUS,GX 460,2013,Jeep,Yes,Petrol,4.6,179000 km,8.0,Automatic,4x4,04-May,Left wheel,Black,10
45806828,20385,2223,LEXUS,LX 570,2010,Jeep,Yes,Petrol,5.7,171352 km,8.0,Automatic,4x4,04-May,Left wheel,White,12
45651036,13328,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45808076,67426,891,LEXUS,NX 200,2016,Jeep,Yes,Petrol,2,68549 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45768560,1490,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,154115 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45755495,21953,308,LEXUS,CT 200h F-sport,2014,Hatchback,Yes,Hybrid,1.8,192000 km,4.0,Variator,Front,04-May,Left wheel,Grey,8
45759531,392,353,LEXUS,CT 200h,2015,Hatchback,Yes,Hybrid,1.8,115347 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45661296,314,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,382746 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45759245,52059,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45757729,31,353,LEXUS,CT 200h,2015,Hatchback,Yes,Hybrid,1.8,0 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45813036,220,586,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,149981 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
45769280,392,1514,LEXUS,GX 470,2011,Sedan,Yes,Petrol,4.6,202048 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45757318,706,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45763912,30734,2151,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45771490,862,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,263190 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45806836,784,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102885 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12
45813655,470,353,LEXUS,CT 200h,2015,Hatchback,Yes,Hybrid,1.8,94949 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45758106,549,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,0 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45660756,941,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,361603 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
