ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
45815487,11447,1493,LEXUS,ES 350,2016,Sedan,Yes,Petrol,3.5,68630 km,6.0,Automatic,Front,04-May,Left wheel,White,12
45806595,20698,1058,LEXUS,RX 450,2012,Jeep,Yes,Hybrid,3.5,236016 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
45811033,17876,394,LEXUS,ES 300,2014,Sedan,Yes,Hybrid,2.5,113002 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45811101,5959,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,122302 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
45656748,282,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,311949 km,6.0,Automatic,Front,04-May,Left wheel,Silver,12
45768699,470,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,32974 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
45772840,11447,308,LEXUS,CT 200h,2014,Hatchback,Yes,Hybrid,1.8,132563 km,4.0,Automatic,Front,04-May,Left wheel,Red,0
45760084,627,586,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,142394 km,4.0,Automatic,Front,04-May,Left wheel,White,0
45661418,941,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,361603 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
45654492,8154,1750,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.3,224629 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45769268,15681,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0
45770120,54568,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45769271,862,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,263190 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45793906,24148,986,LEXUS,HS 250h,2010,Sedan,Yes,Hybrid,2.4,93000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
45764147,15681,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0
45661931,13328,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45655006,13328,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45767036,24462,1017,LEXUS,IS 250 TURBO,2017,Sedan,Yes,Petrol,2,36000 km,4.0,Tiptronic,Rear,04-May,Left wheel,White,0
45660246,13956,603,LEXUS,RX 450,2015,Jeep,Yes,Hybrid,3.5,143619 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45815449,6586,1017,LEXUS,NX 200,2017,Jeep,Yes,Petrol,2,14813 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45660194,220,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,317470 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
45653168,5018,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45647580,314,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45804437,99440,518,LEXUS,NX 300,2016,Jeep,Yes,Hybrid,2.5,40450 km,4.0,Automatic,Front,04-May,Left wheel,White,4
45804418,31245,2108,LEXUS,LS 460,2009,Sedan,Yes,Petrol,4.6,188266 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
45782088,17876,585,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8 Turbo,115000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,12
45804352,39026,1172,LEXUS,ES 300,2011,Sedan,Yes,Petrol,3.5,63905 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
45760760,6743,779,LEXUS,ES 300,2013,Sedan,Yes,Hybrid,2.5,186554 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45656090,941,1850,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.5,364523 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
45769791,73071,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,188078 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45768418,15681,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0
44080587,111332,-,LEXUS,GX 460,2014,Jeep,Yes,Petrol,4.6,92800 km,8.0,Tiptronic,4x4,04-May,Left wheel,Black,10
45815382,706,1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,172659 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
45651267,941,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,361603 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
45760089,31,353,LEXUS,CT 200h,2015,Hatchback,Yes,Hybrid,1.8,0 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
45811009,72130,2364,LEXUS,GX 460,2019,Jeep,Yes,Petrol,4.6,26138 km,8.0,Automatic,4x4,04-May,Left wheel,White,10
45806790,549,1076,LEXUS,NX 300,2020,Jeep,Yes,Petrol,2,1792 km,4.0,Automatic,Front,04-May,Left wheel,White,12
45649795,2509,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,315270 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
45815495,470,1514,LEXUS,GX 470,2011,Jeep,Yes,Petrol,4.6,202048 km,8.0,Automatic,4x4,04-May,Left wheel,White,12
45757302,39201,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45815386,627,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,150909 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12
45655100,941,1356,LEXUS,GX 460,2014,Jeep,Yes,Petrol,4.6,200402 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0
45813073,14269,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
45815352,549,1172,LEXUS,RX 350,2011,Jeep,Yes,Petrol,3.5,181189 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
45759887,706,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
45758086,31988,1935,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,155976 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
45772785,110,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,0 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
